3,8,0,-100,9/9/2019,Miami Marlins,Milwaukee Brewers,121,1.32,4.46,Mark Carlson,18,1.17,4,1,9,9,143,143,8.5,2019,R DUGGER,Central,Eastern,Monday,19,National League Central,National League East,NL,NL,R,R,J LYLES,Home,206,118,1.5
2,6,0,-100,9/9/2019,Los Angeles Angels,Cleveland Indians,186.67,1,3.13,Chris Guccione,20.67,1.45,5.22,1,10,9,145,145,9,2019,P SANDOVAL,Eastern,Pacific,Monday,22,American League Central,American League West,AL,AL,R,L,S BIEBER,Home,185,112,1.5
7,10,0,-100,9/8/2019,New York Mets,Philadelphia Phillies,89,1.27,4.85,Ramon De Jesus,170,1.17,3.97,3,9,9,142,142,8.5,2019,N SYNDERGAARD,Eastern,Eastern,Sunday,13,National League East,National League East,NL,NL,R,R,V VELASQUEZ,Home,-186,109,-1.5
5,0,1,41.5,9/8/2019,Los Angeles Dodgers,San Francisco Giants,72,1.4,5,Lance Barrett,28.33,1.09,3.49,3,10,9,143,145,8.5,2019,J URIAS,Pacific,Pacific,Sunday,16,National League West,National League West,NL,NL,R,L,D RODRIGUEZ,Home,-241,-119,-1.5
21,1,1,24.8,9/8/2019,Houston Astros,Seattle Mariners,52.33,1.45,6.02,Hunter Wendelstedt,176.33,0.95,2.81,4,9,9,144,144,9,2019,G COLE,Pacific,Central,Sunday,14,American League West,American League West,AL,AL,R,R,F HERNANDEZ,Home,-403,-194,-1.5
0,2,0,-100,9/8/2019,Pittsburgh Pirates,St Louis Cardinals,160.33,1.03,3.14,Roberto Ortiz,0,0,0,3,10,9,143,143,8.5,2019,J MARVEL,Central,Eastern,Sunday,13,National League Central,National League Central,NL,NL,R,R,J FLAHERTY,Home,190,111,1.5
2,5,0,-100,9/8/2019,Minnesota Twins,Cleveland Indians,93,1.04,2.71,Jansen Visconti,1,1,0,3,10,10,144,143,9,2019,R DOBNAK,Eastern,Central,Sunday,14,American League Central,American League Central,AL,AL,R,R,M CLEVINGER,Home,138,-117,1.5
4,9,0,-100,9/8/2019,8,Washington Nationals,148.67,1,2.6,Mike Estabrook,152.67,1.09,2.53,4,9,8,142,144,8.5,2019,M SOROKA,Eastern,Eastern,Sunday,13,National League East,National League East,NL,NL,R,R,M SCHERZER,Home,115,-146,1.5
4,10,0,-100,9/8/2019,12,Texas Rangers,181.67,1.18,3.12,Brennan Miller,64.33,1.23,5.18,4,10,9,145,143,9,2019,A WOJCIECHOWSKI,Central,Eastern,Sunday,13,American League West,American League East,AL,AL,L,R,M MINOR,Home,119,-134,1.5
4,3,1,82,9/8/2019,Cincinnati Reds,Arizona Diamondbacks,172,1.3,4.81,Shane Livensparger,142.67,1.23,4.1,3,9,11,143,144,9.5,2019,A DESCLAFANI,Mountain,Eastern,Sunday,13,National League West,National League Central,NL,NL,R,R,M LEAKE,Home,-122,156,-1.5
9,0,1,101,9/8/2019,Miami Marlins,Kansas City Royals,46.33,1.4,3.69,Tom Woodring,162.67,1.33,4.26,3,9,9,143,142,8.5,2019,S ALCANTARA,Central,Eastern,Sunday,13,American League Central,National League East,AL,NL,L,R,M MONTGOMERY,Home,101,-169,1.5
8,5,1,84.7,9/8/2019,Milwaukee Brewers,Chicago Cubs,143.33,1.49,4.4,Will Little,60.67,1.47,4.45,4,9,8,142,142,9,2019,A HOUSER,Central,Central,Sunday,14,National League Central,National League Central,NL,NL,L,R,J LESTER,Home,-118,165,-1.5
3,1,1,32.4,9/8/2019,Oakland Athletics,Detroit Tigers,124,1.38,4.79,David Rackley,5,0.8,0,3,10,9,141,142,9,2019,S MANAEA,Eastern,Pacific,Sunday,16,American League Central,American League West,AL,AL,L,L,D NORRIS,Home,-309,-148,-1.5
5,10,0,-100,9/8/2019,16,New York Yankees,163,1.23,4.42,Mike Muchlinski,153.33,1.43,5.63,3,8,8,144,143,11,2019,R PORCELLO,Eastern,Eastern,Sunday,20,American League East,American League East,AL,AL,R,R,M TANAKA,Home,105,-139,1.5
5,1,1,102,9/8/2019,Chicago White Sox,Los Angeles Angels,5.33,0.94,5.07,Carlos Torres,58.67,1.53,6.6,3,8,10,144,142,10,2019,D CEASE,Pacific,Central,Sunday,14,American League West,American League Central,AL,AL,R,R,N RAMIREZ,Home,102,-151,1.5
8,3,1,48.8,9/8/2019,Tampa Bay Rays,Toronto Blue Jays,46.33,1.27,3.5,Chad Whitson,48.33,0.91,1.86,4,8,10,144,145,8,2019,T GLASNOW,Eastern,Eastern,Sunday,13,American League East,American League East,AL,AL,R,R,J WAGUESPACK,Home,-205,100,-1.5
2,1,1,71.4,9/8/2019,San Diego Padres,Colorado Rockies,76.33,1.69,7.19,Brian O'Nora,128.67,1.38,4.62,3,9,9,144,142,9,2019,E LAUER,Mountain,Pacific,Sunday,16,National League West,National League West,NL,NL,R,L,P LAMBERT,Home,-140,147,-1.5
0,2,0,-100,9/7/2019,Cincinnati Reds,Arizona Diamondbacks,56.33,1.14,3.99,Hal Gibson III,165.67,1.15,3.26,2,8,11,142,143,9,2019,L CASTILLO,Mountain,Eastern,Saturday,16,National League West,National League Central,NL,NL,L,R,A YOUNG,Home,-147,137,-1.5
1,5,0,-100,9/7/2019,16,New York Yankees,140,1.33,5.34,Ron Kulpa,0,0,0,2,8,8,143,142,11.5,2019,T LAKINS,Eastern,Eastern,Saturday,16,American League East,American League East,AL,AL,L,R,J HAPP,Home,109,-136,1.5
10,2,1,31.4,9/7/2019,Oakland Athletics,Detroit Tigers,94,1.41,6.03,Dan Bellino,130,1.19,3.67,2,10,9,140,141,9,2019,C BASSITT,Eastern,Pacific,Saturday,21,American League Central,American League West,AL,AL,R,R,J ZIMMERMANN,Home,-318,-152,-1.5
1,10,0,-100,9/7/2019,Pittsburgh Pirates,St Louis Cardinals,135.67,1.38,4.38,Ted Barrett,77.33,1.33,3.38,2,10,9,142,142,9,2019,S BRAULT,Central,Eastern,Saturday,19,National League Central,National League Central,NL,NL,R,L,A WAINWRIGHT,Home,127,-128,1.5
0,5,0,-100,9/7/2019,New York Mets,Philadelphia Phillies,78.67,1.6,6.06,D.J. Reyburn,156.33,1.3,3.28,2,9,9,141,141,9,2019,M STROMAN,Eastern,Eastern,Saturday,19,National League East,National League East,NL,NL,L,R,D SMYLY,Home,-157,127,-1.5
0,1,0,-100,9/7/2019,Los Angeles Dodgers,San Francisco Giants,92,1.51,5.58,Tony Randazzo,24,1,3,2,9,9,142,144,9.5,2019,T GONSOLIN,Pacific,Pacific,Saturday,21,National League West,National League West,NL,NL,R,R,T BEEDE,Home,-224,-118,-1.5
5,3,1,75.2,9/7/2019,Minnesota Twins,Cleveland Indians,41.67,1.03,1.94,Lazaro Diaz,142,1.23,3.61,2,10,10,143,142,9.5,2019,J ODORIZZI,Eastern,Central,Saturday,19,American League Central,American League Central,AL,AL,R,R,A CIVALE,Home,-133,136,-1.5
2,7,0,-100,9/7/2019,Miami Marlins,Kansas City Royals,106.67,1.4,4.89,Marvin Hudson,127.67,1.12,4.16,2,9,9,142,141,8.5,2019,CA SMITH,Central,Eastern,Saturday,18,American League Central,National League East,AL,NL,L,L,D DUFFY,Home,101,-174,1.5
3,0,1,62.9,9/7/2019,San Diego Padres,Colorado Rockies,45.33,1.65,7.35,Mark Ripperger,144,1.19,4,2,9,9,143,141,9,2019,J LUCCHESI,Mountain,Pacific,Saturday,20,National League West,National League West,NL,NL,R,L,J HOFFMAN,Home,-159,121,-1.5
2,1,1,26.2,9/7/2019,Houston Astros,Seattle Mariners,144.33,1.47,5.36,Nick Mahrley,193,0.77,2.56,3,9,9,143,143,8.5,2019,J VERLANDER,Pacific,Central,Saturday,19,American League West,American League West,AL,AL,L,R,Y KIKUCHI,Home,-381,-181,-1.5
4,9,0,-100,9/7/2019,12,Texas Rangers,0,0,0,Jim Reynolds,74,1.5,6.32,3,10,9,144,142,9.5,2019,A BROOKS,Central,Eastern,Saturday,19,American League West,American League East,AL,AL,R,R,J HERNANDEZ,Home,-107,171,-1.5
5,4,1,77.5,9/7/2019,8,Washington Nationals,20.67,1.21,4.35,Ryan Blakney,157.33,1.3,3.38,3,9,8,141,143,10,2019,J TEHERAN,Eastern,Eastern,Saturday,19,National League East,National League East,NL,NL,R,R,A VOTH,Home,-129,143,-1.5
3,2,1,101,9/7/2019,Milwaukee Brewers,Chicago Cubs,152.33,1.14,4.25,Jordan Baker,67.33,1.37,4.14,3,9,8,141,141,9.5,2019,G GONZALEZ,Central,Central,Saturday,19,National League Central,National League Central,NL,NL,R,L,Y DARVISH,Home,101,-158,1.5
7,8,0,-100,9/7/2019,Chicago White Sox,Los Angeles Angels,75.67,1.18,4.16,John Libka,42,1.57,7.29,2,8,10,143,141,10,2019,D COVEY,Pacific,Central,Saturday,19,American League West,American League Central,AL,AL,L,R,A HEANEY,Home,131,-116,1.5
5,3,1,40.5,9/7/2019,Tampa Bay Rays,Toronto Blue Jays,0,0,0,Ben May,170.33,1.1,3.06,3,8,10,143,144,8.5,2019,C MORTON,Eastern,Eastern,Saturday,18,American League East,American League East,AL,AL,R,R,A KAY,Home,-247,-120,-1.5
9,4,1,150,9/6/2019,Pittsburgh Pirates,St Louis Cardinals,160.33,1.21,4.32,Lance Barksdale,1.33,6.02,33.83,1,10,9,141,141,8.5,2019,A MCRAE,Central,Eastern,Friday,19,National League Central,National League Central,NL,NL,R,R,M MIKOLAS,Home,150,-109,1.5
0,3,0,-100,9/6/2019,Miami Marlins,Kansas City Royals,60.67,1.57,7.12,Quinn Wolcott,84.67,1.13,4.89,1,9,9,141,140,8.5,2019,P LOPEZ,Central,Eastern,Friday,19,American League Central,National League East,AL,NL,R,R,J LOPEZ,Home,-119,167,-1.5
4,5,0,-100,9/6/2019,Los Angeles Dodgers,San Francisco Giants,157,1.09,3.61,Bill Welke,155,1.01,2.96,1,9,9,141,143,8,2019,C KERSHAW,Pacific,Pacific,Friday,22,National League West,National League West,NL,NL,R,L,J SAMARDZIJA,Home,-305,-143,-1.5
2,3,0,-100,9/6/2019,San Diego Padres,Colorado Rockies,14,1.43,3.21,Alex Tosi,51,1.27,4.24,1,9,9,142,140,9,2019,D LAMET,Mountain,Pacific,Friday,22,National League West,National League West,NL,NL,R,R,T MELVILLE,Home,-173,113,-1.5
7,1,1,100,9/6/2019,Milwaukee Brewers,Chicago Cubs,126.67,1.33,3.69,Eric Cooper,136.33,1.36,3.76,2,9,8,140,140,9.5,2019,Z DAVIES,Central,Central,Friday,20,National League Central,National League Central,NL,NL,L,R,C HAMELS,Home,100,-157,1.5
5,0,1,55.2,9/6/2019,Tampa Bay Rays,Toronto Blue Jays,36.33,1.32,5.45,Bill Miller,35.67,1.46,5.3,2,8,10,142,143,9,2019,B MCKAY,Eastern,Eastern,Friday,19,American League East,American League East,AL,AL,R,L,C BUCHHOLZ,Home,-181,118,-1.5
5,7,0,-100,9/6/2019,Cincinnati Reds,Arizona Diamondbacks,152,1.29,3.97,Mark Wegner,108.67,1.26,4.72,1,8,11,141,142,9,2019,T MAHLE,Mountain,Eastern,Friday,19,National League West,National League Central,NL,NL,L,R,R RAY,Home,107,-151,1.5
4,5,0,-100,9/6/2019,Chicago White Sox,Los Angeles Angels,37.33,1.42,5.3,Paul Nauert,163.67,1.08,3.3,1,8,10,142,140,9.5,2019,L GIOLITO,Pacific,Central,Friday,20,American League West,American League Central,AL,AL,L,R,D PETERS,Home,-149,125,-1.5
5,4,1,64.1,9/6/2019,New York Mets,Philadelphia Phillies,129.33,1.31,4.38,CB Bucknor,132.67,1.25,4.07,1,9,9,140,140,9,2019,S MATZ,Eastern,Eastern,Friday,19,National League East,National League East,NL,NL,R,L,Z EFLIN,Home,-156,130,-1.5
4,3,1,97.1,9/6/2019,8,Washington Nationals,174.67,1.11,3.19,Paul Emmel,84.67,1.32,3.72,2,9,8,140,142,9.5,2019,D KEUCHEL,Eastern,Eastern,Friday,19,National League East,National League East,NL,NL,L,L,P CORBIN,Home,-103,-169,1.5
7,4,1,43.1,9/6/2019,Houston Astros,Seattle Mariners,2,2,4.5,Dan Iassogna,31.67,1.67,7.1,2,9,9,142,142,10,2019,F VALDEZ,Pacific,Central,Friday,20,American League West,American League West,AL,AL,R,L,R MCCLAIN,Home,-232,-119,-1.5
2,6,0,-100,9/6/2019,Minnesota Twins,Cleveland Indians,82.67,1.15,4.25,Jeff Nelson,140,1.16,4.11,1,10,10,142,141,10.5,2019,M PINEDA,Eastern,Central,Friday,20,American League Central,American League Central,AL,AL,R,R,A PLUTKO,Home,-157,115,-1.5
6,7,0,-100,9/6/2019,12,Texas Rangers,18,1.06,1.5,Alan Porter,138,1.36,4.96,2,10,9,143,141,9.5,2019,D BUNDY,Central,Eastern,Friday,19,American League West,American League East,AL,AL,L,R,B BURKE,Home,-138,145,-1.5
4,5,0,-100,9/6/2019,Oakland Athletics,Detroit Tigers,125.33,1.43,4.38,Larry Vanover,135.33,1.38,5.05,1,10,9,139,140,9,2019,H BAILEY,Eastern,Pacific,Friday,22,American League Central,American League West,AL,AL,R,R,S TURNBULL,Home,-306,-144,-1.5
6,1,1,116,9/6/2019,16,New York Yankees,130.33,1.17,4.07,Tim Timmons,88.67,1.55,5.79,1,8,8,142,141,10.5,2019,J CHACIN,Eastern,Eastern,Friday,19,American League East,American League East,AL,AL,R,R,D GERMAN,Home,116,-130,1.5
10,0,1,54.3,9/5/2019,St Louis Cardinals,San Francisco Giants,15.33,1.44,3.52,Cory Blaser,147,1.4,3.55,4,9,10,140,140,8.5,2019,DAK HUDSON,Pacific,Central,Thursday,13,National League West,National League Central,NL,NL,R,R,L WEBB,Home,-184,106,-1.5
4,6,0,-100,9/5/2019,Kansas City Royals,Detroit Tigers,165,1.17,4.58,Rob Drake,91.67,1.41,6.09,3,9,9,138,140,9.5,2019,G SPARKMAN,Eastern,Central,Thursday,13,American League Central,American League Central,AL,AL,L,R,M BOYD,Home,-108,175,-1.5
4,2,1,101,9/5/2019,8,Washington Nationals,179,1.02,3.47,Bruce Dreckman,140.67,1.36,4.29,1,8,8,139,141,9,2019,M FRIED,Eastern,Eastern,Thursday,19,National League East,National League East,NL,NL,R,L,S STRASBURG,Home,101,-161,1.5
7,10,0,-100,9/5/2019,Pittsburgh Pirates,Miami Marlins,61.67,1.12,4.52,Angel Hernandez,52,1.38,4.67,3,9,9,139,140,9.5,2019,D AGRAZAL,Eastern,Eastern,Thursday,19,National League East,National League Central,NL,NL,R,R,E HERNANDEZ,Home,-149,128,-1.5
1,7,0,-100,9/5/2019,Cleveland Indians,Chicago White Sox,153,1.48,5.41,Chris Conroy,92.33,1.22,3.7,4,9,9,139,141,9.5,2019,Z PLESAC,Central,Eastern,Thursday,13,American League Central,American League Central,AL,AL,R,R,RE LOPEZ,Home,-168,114,-1.5
5,10,0,-100,9/5/2019,Milwaukee Brewers,Chicago Cubs,148.33,1.26,4,Victor Carapazza,106,1.27,4.58,1,8,8,139,139,9.5,2019,C ANDERSON,Central,Central,Thursday,19,National League Central,National League Central,NL,NL,L,R,J QUINTANA,Home,107,-152,1.5
4,3,1,69.9,9/5/2019,Cincinnati Reds,Philadelphia Phillies,126.33,1.29,4.06,Gary Cederstrom,151.33,1.11,2.8,4,9,11,139,141,8.5,2019,S GRAY,Eastern,Eastern,Thursday,12,National League East,National League Central,NL,NL,L,R,J VARGAS,Home,-143,136,-1.5
1,2,0,-100,9/5/2019,16,Minnesota Twins,133.33,1.43,4.66,Fieldin Culbreth,30,1.57,6.6,3,9,7,140,140,12,2019,N EOVALDI,Central,Eastern,Thursday,19,American League Central,American League East,AL,AL,L,R,M PEREZ,Home,-144,122,-1.5
10,6,1,62.1,9/5/2019,Oakland Athletics,Los Angeles Angels,2,1,0,James Hoye,156,1.29,4.04,3,7,9,141,139,10.5,2019,B ANDERSON,Pacific,Pacific,Thursday,15,American League West,American League West,AL,AL,R,L,L BARD,Home,-161,115,-1.5
6,4,1,56.5,9/5/2019,Tampa Bay Rays,Toronto Blue Jays,129.67,1.5,5.34,Doug Eddings,5.33,0.75,0,1,7,9,141,142,9,2019,A PRUITT,Eastern,Eastern,Thursday,19,American League East,American League East,AL,AL,R,R,T THORNTON,Home,-177,108,-1.5
1,3,0,-100,9/5/2019,12,Texas Rangers,27,1.33,4.33,Stu Scheurwater,116.67,1.17,3.7,1,9,8,142,140,10,2019,J MEANS,Central,Eastern,Thursday,19,American League West,American League East,AL,AL,L,L,K ALLARD,Home,-126,147,-1.5
11,9,1,39.4,9/5/2019,Houston Astros,Seattle Mariners,169.67,1.34,4.3,Joe West,156,1.22,3.06,1,9,8,141,141,9.5,2019,W MILEY,Pacific,Central,Thursday,20,American League West,American League West,AL,AL,L,L,M GONZALES,Home,-254,-130,-1.5
4,8,0,-100,9/4/2019,Washington Nationals,New York Mets,161.33,1.27,4.35,Sean Barber,135,1.25,3.73,3,9,8,139,138,10,2019,A SANCHEZ,Eastern,Eastern,Wednesday,13,National League East,National League East,NL,NL,R,R,Z WHEELER,Home,-106,174,-1.5
7,3,1,35.8,9/4/2019,Los Angeles Dodgers,Colorado Rockies,99.67,1.75,6.95,David Rackley,157.33,1.02,2.46,3,10,10,141,142,9,2019,H RYU,Mountain,Pacific,Wednesday,22,National League West,National League West,NL,NL,R,L,A SENZATELA,Home,-279,-148,-1.5
6,2,1,64.9,9/4/2019,16,Minnesota Twins,169,1.22,3.57,Ramon De Jesus,160.67,1.33,3.98,2,9,7,139,139,11,2019,E RODRIGUEZ,Central,Eastern,Wednesday,19,American League Central,American League East,AL,AL,R,L,J BERRIOS,Home,-154,120,-1.5
4,1,1,71.9,9/4/2019,15,San Diego Padres,124.33,1.01,3.69,John Tumpane,61.33,1.32,2.79,3,10,9,139,140,8.5,2019,Z GALLEN,Pacific,Mountain,Wednesday,21,National League West,National League West,NL,NL,R,R,C PADDACK,Home,-139,149,-1.5
8,9,0,-100,9/4/2019,St Louis Cardinals,San Francisco Giants,176.67,1.08,3.62,Jansen Visconti,97.33,1.48,4.99,3,9,10,139,139,8.5,2019,M WACHA,Pacific,Central,Wednesday,19,National League West,National League Central,NL,NL,L,R,M BUMGARNER,Home,-130,154,-1.5
4,1,1,64.5,9/4/2019,New York Yankees,Texas Rangers,176.67,1.25,3.77,Will Little,15.33,1.3,4.7,3,9,9,141,141,10,2019,C GREEN,Central,Eastern,Wednesday,18,American League West,American League East,AL,AL,R,R,L LYNN,Home,-155,120,-1.5
6,5,1,56.8,9/4/2019,Pittsburgh Pirates,Miami Marlins,12,1.08,4.5,Carlos Torres,119,1.38,5.37,2,9,9,138,139,9,2019,T WILLIAMS,Eastern,Eastern,Wednesday,19,National League East,National League Central,NL,NL,R,R,R DUGGER,Home,-176,116,-1.5
5,4,1,44.8,9/4/2019,Kansas City Royals,Detroit Tigers,43.33,1.96,9.35,Mike Muchlinski,160.67,1.39,4.93,2,9,9,137,139,9.5,2019,J JUNIS,Eastern,Central,Wednesday,20,American League Central,American League Central,AL,AL,R,R,E JACKSON,Home,-223,-116,-1.5
8,6,1,34.8,9/4/2019,Cleveland Indians,Chicago White Sox,157.67,1.4,4.57,Brennan Miller,179.67,1,3.16,3,9,9,138,140,9,2019,S BIEBER,Central,Eastern,Wednesday,19,American League Central,American League Central,AL,AL,R,R,I NOVA,Home,-287,-137,-1.5
4,0,1,64.9,9/4/2019,Oakland Athletics,Los Angeles Angels,17.33,1.62,5.71,Brian O'Nora,140.33,1.35,4.04,2,7,9,140,138,10,2019,T ROARK,Pacific,Pacific,Wednesday,22,American League West,American League West,AL,AL,L,R,P SANDOVAL,Home,-154,122,-1.5
8,5,1,141,9/4/2019,Cincinnati Reds,Philadelphia Phillies,174.67,1.19,3.45,Tom Woodring,186.67,1.29,4.53,3,9,11,138,140,8.5,2019,T BAUER,Eastern,Eastern,Wednesday,18,National League East,National League Central,NL,NL,R,R,A NOLA,Home,141,-117,1.5
11,10,1,88.5,9/3/2019,Washington Nationals,New York Mets,169,1.02,2.66,Jim Reynolds,142.67,1,2.46,2,9,8,138,137,7.5,2019,M SCHERZER,Eastern,Eastern,Tuesday,19,National League East,National League East,NL,NL,R,R,J DEGROM,Home,-113,176,-1.5
5,6,0,-100,9/3/2019,16,Minnesota Twins,0,0,0,D.J. Reyburn,149.33,1.4,5.42,1,9,7,138,138,12,2019,R PORCELLO,Central,Eastern,Tuesday,19,American League Central,American League East,AL,AL,R,R,R DOBNAK,Home,-136,129,-1.5
4,2,1,126,9/3/2019,Milwaukee Brewers,Houston Astros,177.33,1,3.15,Chad Whitson,114.67,1.34,4.55,2,9,9,140,138,8.5,2019,J LYLES,Central,Central,Tuesday,19,American League West,National League Central,AL,NL,R,R,Z GREINKE,Home,126,-123,1.5
10,1,1,31.4,9/3/2019,New York Yankees,Texas Rangers,7.67,2.35,7.04,Eric Cooper,125,1.38,4.39,2,9,9,140,140,10.5,2019,J PAXTON,Central,Eastern,Tuesday,18,American League West,American League East,AL,AL,R,L,E VOLQUEZ,Home,-318,-161,-1.5
1,0,1,36.9,9/3/2019,St Louis Cardinals,San Francisco Giants,65,1.46,5.4,Lazaro Diaz,152.33,1.07,3.31,2,9,10,138,138,8.5,2019,J FLAHERTY,Pacific,Central,Tuesday,19,National League West,National League Central,NL,NL,R,R,D RODRIGUEZ,Home,-271,-132,-1.5
7,2,1,52.4,9/3/2019,8,Toronto Blue Jays,27.67,1.23,3.9,Hunter Wendelstedt,87,1.41,5.59,2,8,9,140,140,10.5,2019,M FOLTYNEWICZ,Eastern,Eastern,Tuesday,19,American League East,National League East,AL,NL,R,R,W FONT,Home,-191,-104,-1.5
6,5,1,68,9/3/2019,Kansas City Royals,Detroit Tigers,121,1.36,4.69,Roberto Ortiz,40.67,1.43,3.98,1,9,9,136,138,9.5,2019,M MONTGOMERY,Eastern,Central,Tuesday,20,American League Central,American League Central,AL,AL,L,L,D NORRIS,Home,-147,131,-1.5
7,5,1,61,9/3/2019,Oakland Athletics,Los Angeles Angels,45,1.16,4.4,Mark Ripperger,158,1.15,3.3,1,7,9,139,137,9,2019,M FIERS,Pacific,Pacific,Tuesday,22,American League West,American League West,AL,AL,R,R,J BARRIA,Home,-164,111,-1.5
5,3,1,34.4,9/3/2019,Los Angeles Dodgers,Colorado Rockies,35.67,1.77,7.57,Dan Bellino,25.33,1.14,3.55,2,10,10,140,141,9.5,2019,J URIAS,Mountain,Pacific,Tuesday,22,National League West,National League West,NL,NL,R,L,C GONZALEZ,Home,-291,-152,-1.5
2,1,1,69.9,9/3/2019,15,San Diego Padres,0,0,0,Kerwin Danley,150.33,1.36,4.91,2,10,9,138,139,10,2019,M KELLY,Pacific,Mountain,Tuesday,21,National League West,National League West,NL,NL,R,R,R BOLANOS,Home,-143,132,-1.5
2,6,0,-100,9/3/2019,Cincinnati Reds,Philadelphia Phillies,86,1.24,4.92,Marvin Hudson,12,1,6.75,2,9,11,137,139,10,2019,L SIMS,Eastern,Eastern,Tuesday,18,National League East,National League Central,NL,NL,R,R,V VELASQUEZ,Home,104,-152,1.5
4,5,0,-100,9/3/2019,Pittsburgh Pirates,Miami Marlins,155.67,1.34,4.22,John Libka,31.33,1.98,8.62,1,9,9,137,138,9,2019,M KELLER,Eastern,Eastern,Tuesday,19,National League East,National League Central,NL,NL,R,R,S ALCANTARA,Home,-169,125,-1.5
2,4,0,-100,9/3/2019,Tampa Bay Rays,Baltimore Orioles,13.33,2.18,12.15,Mark Wegner,118.33,1.34,4.41,2,8,9,138,140,9.5,2019,T RICHARDS,Eastern,Eastern,Tuesday,15,American League East,American League East,AL,AL,L,R,T BLACH,Home,-277,-144,-1.5
5,6,0,-100,9/3/2019,Cleveland Indians,Chicago White Sox,52,1.62,6.75,Hal Gibson III,86,1.06,2.72,2,9,9,137,139,9,2019,M CLEVINGER,Central,Eastern,Tuesday,19,American League Central,American League Central,AL,AL,R,R,D CEASE,Home,-314,-158,-1.5
6,1,1,38.8,9/3/2019,10,Seattle Mariners,49.33,1.42,6.02,Mike Estabrook,137.33,1.48,4.59,2,10,9,140,138,9.5,2019,J LESTER,Pacific,Central,Tuesday,20,American League West,National League Central,AL,NL,R,L,F HERNANDEZ,Home,-258,-135,-1.5
2,0,1,39.5,9/3/2019,Tampa Bay Rays,Baltimore Orioles,43.67,1.42,7.01,Lance Barrett,10.67,1.5,5.06,3,9,10,139,141,9.5,2019,A KITTREDGE,Eastern,Eastern,Tuesday,18,American League East,American League East,AL,AL,R,R,G YNOA,Home,-253,-129,-1.5
5,4,1,36.9,9/2/2019,Tampa Bay Rays,Baltimore Orioles,57.33,1.27,5.18,Mike Everitt,59.33,0.72,2.88,1,8,9,137,139,8,2019,R YARBROUGH,Eastern,Eastern,Monday,13,American League East,American League East,AL,AL,R,L,A WOJCIECHOWSKI,Home,-271,-142,-1.5
14,7,1,80.6,9/2/2019,15,San Diego Padres,74.33,1.21,4.48,Ted Barrett,165.67,1.3,4.78,1,10,9,137,138,9.5,2019,M LEAKE,Pacific,Mountain,Monday,16,National League West,National League West,NL,NL,R,R,C QUANTRILL,Home,-124,160,-1.5
11,3,1,43.7,9/2/2019,Cleveland Indians,Chicago White Sox,39,1.36,5.31,Mark Carlson,36.67,0.9,1.96,1,9,9,136,138,9.5,2019,A CIVALE,Central,Eastern,Monday,19,American League Central,American League Central,AL,AL,L,R,R DETWILER,Home,-229,-131,-1.5
6,3,1,40.7,9/2/2019,8,Toronto Blue Jays,42.33,1.25,3.4,Jordan Baker,147.67,1.08,2.44,1,8,9,139,139,9,2019,M SOROKA,Eastern,Eastern,Monday,13,American League East,National League East,AL,NL,R,R,J WAGUESPACK,Home,-246,-125,-1.5
0,7,0,-100,9/2/2019,New York Yankees,Texas Rangers,174.33,1.2,3.25,Chris Segal,157,1.22,4.47,1,9,9,139,139,9.5,2019,M TANAKA,Central,Eastern,Monday,13,American League West,American League East,AL,AL,L,R,M MINOR,Home,-215,-115,-1.5
16,9,1,29.6,9/2/2019,Los Angeles Dodgers,Colorado Rockies,74.67,1.61,6.63,Larry Vanover,154.33,1.01,3.03,1,10,10,139,140,9,2019,W BUEHLER,Mountain,Pacific,Monday,20,National League West,National League West,NL,NL,R,R,P LAMBERT,Home,-338,-170,-1.5
2,3,0,-100,9/2/2019,Milwaukee Brewers,Houston Astros,170.33,0.96,2.85,Ben May,56.33,1.46,4.63,1,9,9,139,137,8.5,2019,A HOUSER,Central,Central,Monday,16,American League West,National League Central,AL,NL,R,R,G COLE,Home,159,-104,1.5
3,7,0,-100,9/2/2019,Washington Nationals,New York Mets,163,1.2,4.14,Alan Porter,31,1.32,1.74,1,9,8,137,136,9.5,2019,J ROSS,Eastern,Eastern,Monday,13,National League East,National League East,NL,NL,R,R,N SYNDERGAARD,Home,-100,-159,1.5
1,7,0,-100,9/2/2019,Cincinnati Reds,Philadelphia Phillies,73.33,1.62,6.38,Quinn Wolcott,135.67,1.26,4.05,1,9,11,136,138,10,2019,A DESCLAFANI,Eastern,Eastern,Monday,14,National League East,National League Central,NL,NL,L,R,D SMYLY,Home,-136,143,-1.5
3,4,0,-100,9/2/2019,Detroit Tigers,Minnesota Twins,137,1.24,3.55,Paul Nauert,88,1.41,6.24,4,9,9,137,135,10,2019,J ZIMMERMANN,Central,Eastern,Monday,13,American League Central,American League Central,AL,AL,R,R,J ODORIZZI,Home,192,132,1.5
3,1,1,52.4,9/2/2019,St Louis Cardinals,San Francisco Giants,88,1.51,5.52,Jeff Nelson,128.67,1.42,4.62,1,8,10,137,137,9,2019,A WAINWRIGHT,Pacific,Central,Monday,14,National League West,National League Central,NL,NL,R,R,T BEEDE,Home,-191,105,-1.5
5,1,1,36.2,9/2/2019,10,Seattle Mariners,8.33,1.92,8.64,Ryan Blakney,148,1.11,3.47,1,10,9,139,137,9.5,2019,K HENDRICKS,Pacific,Central,Monday,14,American League West,National League Central,AL,NL,L,R,J SHEFFIELD,Home,-276,-134,-1.5
